ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,price,size,channel_id,order_id,flags,ts_in_delta,sequence,symbol
1654864201100858345,1654864201100846675,160,2,7370,T,A,265760000000,14,0,0,130,11670,11404021,MSFT
1654864201100858345,1654864201100846675,160,2,7370,F,B,265760000000,14,0,12448607,130,11670,11404021,MSFT
1654864201100858345,1654864201100846675,160,2,7370,C,B,265760000000,14,0,12448607,130,11670,11404021,MSFT
1654864201100878961,1654864201100868549,160,2,7370,A,A,265950000000,100,0,12509331,130,10412,11404022,MSFT
1654864201100899733,1654864201100886880,160,2,7370,T,A,265700000000,2,0,0,128,12853,11404028,MSFT
1654864201100899733,1654864201100886880,160,2,7370,F,B,265700000000,2,0,11713363,128,12853,11404028,MSFT
1654864201100899733,1654864201100886880,160,2,7370,C,B,265700000000,2,0,11713363,128,12853,11404028,MSFT
1654864201100918188,1654864201100907886,160,2,7370,A,A,265900000000,100,0,12509383,130,10302,11404030,MSFT
1654864201101184457,1654864201101173171,160,2,7370,A,A,265990000000,100,0,12509475,130,11286,11404044,MSFT
1654864201101903885,1654864201101893644,160,2,7370,C,A,265950000000,100,0,12509331,130,10241,11404066,MSFT
1654864201102090016,1654864201102078647,160,2,7370,C,A,265900000000,100,0,12509383,130,11369,11404082,MSFT
1654864201104775927,1654864201104765074,160,2,7370,A,A,265850000000,100,0,12509707,130,10853,11404199,MSFT
1654864201124873206,1654864201124863293,160,2,7370,C,A,265990000000,100,0,12509475,130,9913,11404961,MSFT
1654864201126685671,1654864201126674989,160,2,7370,C,A,265850000000,100,0,12509707,130,10682,11404998,MSFT
1654864203914065971,1654864203914054466,160,2,7370,A,A,265970000000,100,0,12545979,130,11505,11423654,MSFT
1654864203915069654,1654864203915055569,160,2,7370,T,A,265580000000,1,0,0,0,14085,11423666,MSFT
1654864203915069654,1654864203915055569,160,2,7370,F,B,265580000000,1,0,11166351,0,14085,11423666,MSFT
1654864203915069654,1654864203915055569,160,2,7370,C,B,265580000000,1,0,11166351,0,14085,11423666,MSFT
1654864203915069654,1654864203915055569,160,2,7370,T,A,265580000000,1,0,0,130,14085,11423667,MSFT
1654864203915069654,1654864203915055569,160,2,7370,F,B,265580000000,1,0,11183519,130,14085,11423667,MSFT
1654864203915069654,1654864203915055569,160,2,7370,C,B,265580000000,1,0,11183519,130,14085,11423667,MSFT
1654864203915483884,1654864203915473679,160,2,7370,C,A,265970000000,100,0,12545979,130,10205,11423668,MSFT
1654864204088582798,1654864204088570588,160,2,7370,T,A,265500000000,1,0,0,130,12210,11425337,MSFT
1654864204088582798,1654864204088570588,160,2,7370,F,B,265500000000,1,0,12190967,130,12210,11425337,MSFT
1654864204088582798,1654864204088570588,160,2,7370,C,B,265500000000,1,0,12190967,130,12210,11425337,MSFT
1654864204315070293,1654864204315059704,160,2,7370,A,B,247000000000,200,0,12551491,130,10589,11426117,MSFT
1654864205178959839,1654864205178947937,160,2,7370,T,N,265450000000,51,0,0,130,11902,11429992,MSFT
1654864205178985945,1654864205178974283,160,2,7370,T,N,265450000000,63,0,0,130,11662,11429994,MSFT
1654864205179485745,1654864205179475201,160,2,7370,A,A,265950000000,100,0,12559899,130,10544,11429996,MSFT
1654864205180906176,1654864205180895978,160,2,7370,C,A,265950000000,100,0,12559899,130,10198,11430009,MSFT
1654864206192037358,1654864206192026648,160,2,7370,A,B,212320000000,100,0,12570859,130,10710,11437353,MSFT
1654864206192061908,1654864206192051455,160,2,7370,A,A,319890000000,100,0,12570863,130,10453,11437354,MSFT
1654864206492437973,1654864206492426164,160,2,7370,T,A,265400000000,100,0,0,130,11809,11439355,MSFT
1654864206492437973,1654864206492426164,160,2,7370,F,B,265400000000,100,0,12467219,130,11809,11439355,MSFT
1654864206492437973,1654864206492426164,160,2,7370,C,B,265400000000,100,0,12467219,130,11809,11439355,MSFT
1654864206492460280,1654864206492448589,160,2,7370,A,A,265880000000,100,0,12576163,0,11691,11439356,MSFT
1654864206492460280,1654864206492449635,160,2,7370,A,A,265880000000,100,0,12576167,130,10645,11439357,MSFT
1654864206492461875,1654864206492451355,160,2,7370,A,A,265880000000,100,0,12576171,130,10520,11439358,MSFT
1654864206492474406,1654864206492463531,160,2,7370,A,A,265880000000,100,0,12576203,130,10875,11439359,MSFT
1654864206492478214,1654864206492467508,160,2,7370,A,A,265880000000,100,0,12576207,130,10706,11439360,MSFT
1654864206492964893,1654864206492950036,160,2,7370,T,A,265350000000,2,0,0,130,14857,11439361,MSFT
1654864206492964893,1654864206492950036,160,2,7370,F,B,265350000000,2,0,11262123,130,14857,11439361,MSFT
1654864206492964893,1654864206492950036,160,2,7370,C,B,265350000000,2,0,11262123,130,14857,11439361,MSFT
1654864206492965966,1654864206492954665,160,2,7370,A,A,265930000000,100,0,12576287,130,11301,11439362,MSFT
1654864206492983274,1654864206492971968,160,2,7370,A,A,265770000000,100,0,12576291,130,11306,11439363,MSFT
1654864206492992058,1654864206492980039,160,2,7370,T,A,265280000000,4,0,0,130,12019,11439364,MSFT
1654864206492992058,1654864206492980039,160,2,7370,F,B,265280000000,4,0,9524687,130,12019,11439364,MSFT
1654864206492992058,1654864206492980039,160,2,7370,C,B,265280000000,4,0,9524687,130,12019,11439364,MSFT
1654864206493011683,1654864206493001017,160,2,7370,A,A,265670000000,100,0,12576319,130,10666,11439365,MSFT
1654864206493878282,1654864206493868177,160,2,7370,C,A,265880000000,100,0,12576167,130,10105,11439367,MSFT
1654864206494064487,1654864206494054373,160,2,7370,C,A,265880000000,100,0,12576203,130,10114,11439370,MSFT
1654864206494516484,1654864206494505987,160,2,7370,C,A,265930000000,100,0,12576287,130,10497,11439373,MSFT
1654864206494976349,1654864206494966255,160,2,7370,C,A,265880000000,100,0,12576163,130,10094,11439376,MSFT
1654864206495075248,1654864206495064344,160,2,7370,C,A,265770000000,100,0,12576291,130,10904,11439377,MSFT
1654864206495133757,1654864206495123623,160,2,7370,C,A,265670000000,100,0,12576319,130,10134,11439378,MSFT
1654864206502978190,1654864206502968050,160,2,7370,C,A,265880000000,100,0,12576207,130,10140,11439491,MSFT
1654864206512473478,1654864206512463165,160,2,7370,C,A,265880000000,100,0,12576171,130,10313,11439589,MSFT
1654864206570758387,1654864206570731026,160,2,7370,T,N,265040000000,10,0,0,0,27361,11439922,MSFT
1654864206570758387,1654864206570731026,160,2,7370,T,A,265000000000,1,0,0,0,27361,11439923,MSFT
1654864206570758387,1654864206570731026,160,2,7370,F,B,265000000000,1,0,9388371,0,27361,11439923,MSFT
1654864206570758387,1654864206570731026,160,2,7370,C,B,265000000000,1,0,9388371,0,27361,11439923,MSFT
1654864206570758387,1654864206570731026,160,2,7370,T,A,265000000000,15,0,0,0,27361,11439924,MSFT
1654864206570758387,1654864206570731026,160,2,7370,F,B,265000000000,15,0,12141191,0,27361,11439924,MSFT
1654864206570758387,1654864206570731026,160,2,7370,C,B,265000000000,15,0,12141191,0,27361,11439924,MSFT
1654864206570758387,1654864206570731026,160,2,7370,T,A,265000000000,1,0,0,0,27361,11439925,MSFT
1654864206570758387,1654864206570731026,160,2,7370,F,B,265000000000,1,0,12166483,0,27361,11439925,MSFT
1654864206570758387,1654864206570731026,160,2,7370,C,B,265000000000,1,0,12166483,0,27361,11439925,MSFT
1654864206570758387,1654864206570731026,160,2,7370,T,N,264970000000,10,0,0,0,27361,11439926,MSFT
1654864206570758387,1654864206570731026,160,2,7370,T,N,264880000000,10,0,0,0,27361,11439927,MSFT
1654864206570758387,1654864206570731026,160,2,7370,T,A,264870000000,10,0,0,0,27361,11439928,MSFT
1654864206570758387,1654864206570731026,160,2,7370,F,B,264870000000,10,0,8449499,0,27361,11439928,MSFT
1654864206570758387,1654864206570731026,160,2,7370,C,B,264870000000,10,0,8449499,0,27361,11439928,MSFT
1654864206570758387,1654864206570731026,160,2,7370,T,A,264790000000,1,0,0,0,27361,11439929,MSFT
1654864206570758387,1654864206570731026,160,2,7370,F,B,264790000000,1,0,10650899,0,27361,11439929,MSFT
1654864206570758387,1654864206570731026,160,2,7370,C,B,264790000000,1,0,10650899,0,27361,11439929,MSFT
1654864206570758387,1654864206570731026,160,2,7370,T,A,264790000000,1,0,0,0,27361,11439930,MSFT
1654864206570758387,1654864206570731026,160,2,7370,F,B,264790000000,1,0,10709563,0,27361,11439930,MSFT
1654864206570758387,1654864206570731026,160,2,7370,C,B,264790000000,1,0,10709563,0,27361,11439930,MSFT
1654864206570758387,1654864206570731026,160,2,7370,T,A,264710000000,1,0,0,0,27361,11439931,MSFT
1654864206570758387,1654864206570731026,160,2,7370,F,B,264710000000,1,0,980243,0,27361,11439931,MSFT
1654864206570758387,1654864206570731026,160,2,7370,C,B,264710000000,1,0,980243,0,27361,11439931,MSFT
1654864206570758387,1654864206570731026,160,2,7370,T,A,264710000000,1,0,0,0,27361,11439932,MSFT
1654864206570758387,1654864206570731026,160,2,7370,F,B,264710000000,1,0,5834375,0,27361,11439932,MSFT
1654864206570758387,1654864206570731026,160,2,7370,C,B,264710000000,1,0,5834375,0,27361,11439932,MSFT
1654864206570758387,1654864206570731026,160,2,7370,T,A,264700000000,1,0,0,0,27361,11439933,MSFT
1654864206570758387,1654864206570731026,160,2,7370,F,B,264700000000,1,0,7642967,0,27361,11439933,MSFT
1654864206570758387,1654864206570731026,160,2,7370,C,B,264700000000,1,0,7642967,0,27361,11439933,MSFT
1654864206570758387,1654864206570731026,160,2,7370,T,A,264700000000,1,0,0,130,27361,11439934,MSFT
1654864206570758387,1654864206570731026,160,2,7370,F,B,264700000000,1,0,12032635,130,27361,11439934,MSFT
1654864206570758387,1654864206570731026,160,2,7370,C,B,264700000000,1,0,12032635,130,27361,11439934,MSFT
1654864206570770442,1654864206570760151,160,2,7370,A,A,265770000000,100,0,12577843,130,10291,11439935,MSFT
1654864206570779144,1654864206570766245,160,2,7370,A,A,265770000000,100,0,12577863,130,12899,11439936,MSFT
1654864206570791132,1654864206570779398,160,2,7370,A,A,265770000000,100,0,12577887,130,11734,11439937,MSFT
1654864206571793958,1654864206571783863,160,2,7370,C,A,265770000000,100,0,12577843,130,10095,11439940,MSFT
1654864206571903362,1654864206571893096,160,2,7370,A,A,265890000000,100,0,12578007,130,10266,11439941,MSFT
1654864206573308080,1654864206573297982,160,2,7370,C,A,265890000000,100,0,12578007,130,10098,11439950,MSFT
1654864206581242315,1654864206581232339,160,2,7370,C,A,265770000000,100,0,12577887,130,9976,11439990,MSFT
1654864206590788215,1654864206590777639,160,2,7370,C,A,265770000000,100,0,12577863,130,10576,11440044,MSFT
1654864206725331924,1654864206725321510,160,2,7370,A,A,265850000000,100,0,12579975,130,10414,11440531,MSFT
1654864206726635314,1654864206726625300,160,2,7370,C,A,265850000000,100,0,12579975,130,10014,11440538,MSFT
1654864206885142296,1654864206885131564,160,2,7370,A,A,265360000000,100,0,12582279,130,10732,11441094,MSFT
1654864206886577233,1654864206886567133,160,2,7370,C,A,265360000000,100,0,12582279,130,10100,11441106,MSFT
1654864206970339350,1654864206970328866,160,2,7370,A,A,264970000000,10,0,12583747,130,10484,11441749,MSFT
1654864207034119784,1654864207034108214,160,2,7370,T,B,264970000000,5,0,0,130,11570,11442657,MSFT
1654864207034119784,1654864207034108214,160,2,7370,F,A,264970000000,5,0,12583747,130,11570,11442657,MSFT
1654864207034119784,1654864207034108214,160,2,7370,C,A,264970000000,5,0,12583747,130,11570,11442657,MSFT
1654864207055159427,1654864207055147689,160,2,7370,T,B,264970000000,5,0,0,130,11738,11442993,MSFT
1654864207055159427,1654864207055147689,160,2,7370,F,A,264970000000,5,0,12583747,130,11738,11442993,MSFT
1654864207055159427,1654864207055147689,160,2,7370,C,A,264970000000,5,0,12583747,130,11738,11442993,MSFT
1654864207055183425,1654864207055170186,160,2,7370,A,B,264600000000,100,0,12585731,130,13239,11442994,MSFT
1654864207056202828,1654864207056192597,160,2,7370,C,B,264600000000,100,0,12585731,130,10231,11443003,MSFT
1654864207296076826,1654864207296064968,160,2,7370,T,N,265100000000,6,0,0,130,11858,11445273,MSFT
1654864207563276723,1654864207563265749,160,2,7370,A,A,319200000000,100,0,12597291,130,10974,11448026,MSFT
1654864207786393128,1654864207786381348,160,2,7370,T,N,265100000000,10,0,0,130,11780,11450839,MSFT
1654864207814448475,1654864207814436821,160,2,7370,T,N,265100000000,34,0,0,130,11654,11451047,MSFT
1654864207814451195,1654864207814438430,160,2,7370,T,N,265100000000,7,0,0,130,12765,11451048,MSFT
1654864207844174496,1654864207844163669,160,2,7370,A,A,265810000000,100,0,12602783,130,10827,11451214,MSFT
1654864207845703013,1654864207845692862,160,2,7370,C,A,265810000000,100,0,12602783,130,10151,11451226,MSFT
1654864208596708171,1654864208596697513,160,2,7370,A,B,211800000000,100,0,12613355,130,10658,11456811,MSFT
1654864209193443670,1654864209193432372,160,2,7370,T,N,264750000000,6,0,0,130,11298,11464232,MSFT
1654864209546836040,1654864209546824524,160,2,7370,A,A,264720000000,100,0,12626047,130,11516,11466026,MSFT
1654864209548208557,1654864209548198544,160,2,7370,C,A,264720000000,100,0,12626047,130,10013,11466033,MSFT
1654864209550272025,1654864209550261127,160,2,7370,A,A,264720000000,100,0,12626199,130,10898,11466044,MSFT
1654864209551714092,1654864209551704052,160,2,7370,C,A,264720000000,100,0,12626199,130,10040,11466054,MSFT
1654864209592277362,1654864209592266714,160,2,7370,A,A,264700000000,6,0,12626659,130,10648,11466162,MSFT
1654864210038940258,1654864210038929186,160,2,7370,C,B,264500000000,10,0,11697523,130,11072,11468911,MSFT
1654864210044622637,1654864210044612321,160,2,7370,A,A,264710000000,100,0,12630119,130,10316,11468937,MSFT
1654864210046001203,1654864210045990101,160,2,7370,C,A,264710000000,100,0,12630119,130,11102,11468946,MSFT
1654864210047376848,1654864210047360133,160,2,7370,T,A,264500000000,1,0,0,0,16715,11468953,MSFT
1654864210047376848,1654864210047360133,160,2,7370,F,B,264500000000,1,0,499063,0,16715,11468953,MSFT
1654864210047376848,1654864210047360133,160,2,7370,C,B,264500000000,1,0,499063,0,16715,11468953,MSFT
1654864210047376848,1654864210047360133,160,2,7370,T,A,264500000000,1,0,0,0,16715,11468954,MSFT
1654864210047376848,1654864210047360133,160,2,7370,F,B,264500000000,1,0,2331779,0,16715,11468954,MSFT
1654864210047376848,1654864210047360133,160,2,7370,C,B,264500000000,1,0,2331779,0,16715,11468954,MSFT
1654864210047376848,1654864210047360133,160,2,7370,T,A,264500000000,1,0,0,0,16715,11468955,MSFT
1654864210047376848,1654864210047360133,160,2,7370,F,B,264500000000,1,0,7108339,0,16715,11468955,MSFT
1654864210047376848,1654864210047360133,160,2,7370,C,B,264500000000,1,0,7108339,0,16715,11468955,MSFT
1654864210047376848,1654864210047360133,160,2,7370,T,A,264500000000,1,0,0,130,16715,11468956,MSFT
1654864210047376848,1654864210047360133,160,2,7370,F,B,264500000000,1,0,8781935,130,16715,11468956,MSFT
1654864210047376848,1654864210047360133,160,2,7370,C,B,264500000000,1,0,8781935,130,16715,11468956,MSFT
1654864210440157383,1654864210440146037,160,2,7370,T,N,264510000000,4,0,0,130,11346,11471897,MSFT
1654864210445491552,1654864210445479590,160,2,7370,T,N,264510000000,5,0,0,130,11962,11471955,MSFT
1654864210478255227,1654864210478243400,160,2,7370,T,N,264510000000,5,0,0,130,11827,11472045,MSFT
1654864210499471239,1654864210499459584,160,2,7370,T,N,264510000000,4,0,0,130,11655,11472103,MSFT
1654864210547978244,1654864210547966525,160,2,7370,T,N,264510000000,5,0,0,130,11719,11472242,MSFT
1654864210557232350,1654864210557221023,160,2,7370,T,N,264510000000,5,0,0,130,11327,11472271,MSFT
1654864210598977029,1654864210598966020,160,2,7370,T,N,264510000000,4,0,0,130,11009,11472523,MSFT
1654864210613853454,1654864210613496974,160,2,7370,T,N,264510000000,2,0,0,0,356480,11472578,MSFT
1654864210613853454,1654864210613496974,160,2,7370,T,N,264540000000,3,0,0,130,356480,11472579,MSFT
1654864210649431839,1654864210649419453,160,2,7370,T,N,264540000000,5,0,0,130,12386,11472836,MSFT
1654864210660094492,1654864210660082910,160,2,7370,T,N,264540000000,5,0,0,130,11582,11472896,MSFT
1654864211080349296,1654864211080337763,160,2,7370,T,N,264510000000,3,0,0,130,11533,11476839,MSFT
1654864211167973421,1654864211167962212,160,2,7370,A,A,265750000000,150,0,12641863,130,11209,11477046,MSFT
1654864211882075645,1654864211882064728,160,2,7370,A,A,264680000000,100,0,12645159,130,10917,11480092,MSFT
1654864211882098361,1654864211882087637,160,2,7370,A,A,264670000000,100,0,12645167,130,10724,11480093,MSFT
1654864211882121548,1654864211882109307,160,2,7370,A,A,264640000000,100,0,12645179,130,12241,11480094,MSFT
1654864211882157929,1654864211882143764,160,2,7370,T,A,264400000000,1,0,0,0,14165,11480095,MSFT
1654864211882157929,1654864211882143764,160,2,7370,F,B,264400000000,1,0,9449139,0,14165,11480095,MSFT
1654864211882157929,1654864211882143764,160,2,7370,C,B,264400000000,1,0,9449139,0,14165,11480095,MSFT
1654864211882157929,1654864211882143764,160,2,7370,T,A,264280000000,1,0,0,130,14165,11480096,MSFT
1654864211882157929,1654864211882143764,160,2,7370,F,B,264280000000,1,0,12268503,130,14165,11480096,MSFT
1654864211882157929,1654864211882143764,160,2,7370,C,B,264280000000,1,0,12268503,130,14165,11480096,MSFT
1654864211883501313,1654864211883491013,160,2,7370,C,A,264680000000,100,0,12645159,130,10300,11480102,MSFT
1654864211883795931,1654864211883785371,160,2,7370,C,A,264670000000,100,0,12645167,130,10560,11480103,MSFT
1654864211884134002,1654864211884123855,160,2,7370,C,A,264640000000,100,0,12645179,130,10147,11480104,MSFT
1654864212817720085,1654864212817708229,160,2,7370,T,N,264430000000,12,0,0,130,11856,11485956,MSFT
1654864213055516466,1654864213055504931,160,2,7370,A,A,276140000000,100,0,12654015,130,11535,11487315,MSFT
1654864213055558547,1654864213055547410,160,2,7370,C,A,277690000000,100,0,509735,130,11137,11487317,MSFT
1654864213421092577,1654864213421079092,160,2,7370,T,A,264190000000,27,0,0,130,13485,11489323,MSFT
1654864213421092577,1654864213421079092,160,2,7370,F,B,264190000000,27,0,169423,130,13485,11489323,MSFT
1654864213421092577,1654864213421079092,160,2,7370,C,B,264190000000,27,0,169423,130,13485,11489323,MSFT
1654864213421113245,1654864213421102566,160,2,7370,A,A,264590000000,100,0,12656271,130,10679,11489324,MSFT
1654864213421836420,1654864213421822598,160,2,7370,T,A,264150000000,1,0,0,130,13822,11489327,MSFT
1654864213421836420,1654864213421822598,160,2,7370,F,B,264150000000,1,0,8798723,130,13822,11489327,MSFT
1654864213421836420,1654864213421822598,160,2,7370,C,B,264150000000,1,0,8798723,130,13822,11489327,MSFT
1654864213441129714,1654864213441119479,160,2,7370,C,A,264590000000,100,0,12656271,130,10235,11489431,MSFT
1654864213637763448,1654864213637750311,160,2,7370,A,A,299970000000,27,0,12656891,128,13137,11490386,MSFT
1654864215041140362,1654864215041123786,160,2,7370,T,N,264020000000,3,0,0,0,16576,11497652,MSFT
1654864215041140362,1654864215041123786,160,2,7370,T,A,264000000000,80,0,0,0,16576,11497653,MSFT
1654864215041140362,1654864215041123786,160,2,7370,F,B,264000000000,80,0,156511,0,16576,11497653,MSFT
1654864215041140362,1654864215041123786,160,2,7370,C,B,264000000000,80,0,156511,0,16576,11497653,MSFT
1654864215041140362,1654864215041123786,160,2,7370,T,A,264000000000,5,0,0,0,16576,11497654,MSFT
1654864215041140362,1654864215041123786,160,2,7370,F,B,264000000000,5,0,214243,0,16576,11497654,MSFT
1654864215041140362,1654864215041123786,160,2,7370,C,B,264000000000,5,0,214243,0,16576,11497654,MSFT
1654864215041140362,1654864215041123786,160,2,7370,T,A,264000000000,1,0,0,130,16576,11497655,MSFT
1654864215041140362,1654864215041123786,160,2,7370,F,B,264000000000,1,0,419831,130,16576,11497655,MSFT
1654864215041140362,1654864215041123786,160,2,7370,C,B,264000000000,1,0,419831,130,16576,11497655,MSFT
1654864215041147455,1654864215041123786,160,2,7370,T,A,264000000000,3,0,0,0,23669,11497656,MSFT
1654864215041147455,1654864215041123786,160,2,7370,F,B,264000000000,3,0,1833347,0,23669,11497656,MSFT
1654864215041147455,1654864215041123786,160,2,7370,C,B,264000000000,3,0,1833347,0,23669,11497656,MSFT
1654864215041147455,1654864215041123786,160,2,7370,T,A,264000000000,1,0,0,0,23669,11497657,MSFT
1654864215041147455,1654864215041123786,160,2,7370,F,B,264000000000,1,0,2509395,0,23669,11497657,MSFT
1654864215041147455,1654864215041123786,160,2,7370,C,B,264000000000,1,0,2509395,0,23669,11497657,MSFT
1654864215041147455,1654864215041123786,160,2,7370,T,A,264000000000,1,0,0,0,23669,11497658,MSFT
1654864215041147455,1654864215041123786,160,2,7370,F,B,264000000000,1,0,2591499,0,23669,11497658,MSFT
1654864215041147455,1654864215041123786,160,2,7370,C,B,264000000000,1,0,2591499,0,23669,11497658,MSFT
1654864215041147455,1654864215041123786,160,2,7370,T,A,264000000000,1,0,0,0,23669,11497659,MSFT
1654864215041147455,1654864215041123786,160,2,7370,F,B,264000000000,1,0,4652895,0,23669,11497659,MSFT
1654864215041147455,1654864215041123786,160,2,7370,C,B,264000000000,1,0,4652895,0,23669,11497659,MSFT
1654864215041147455,1654864215041123786,160,2,7370,T,A,264000000000,1,0,0,0,23669,11497660,MSFT
1654864215041147455,1654864215041123786,160,2,7370,F,B,264000000000,1,0,7091803,0,23669,11497660,MSFT
1654864215041147455,1654864215041123786,160,2,7370,C,B,264000000000,1,0,7091803,0,23669,11497660,MSFT
1654864215041147455,1654864215041123786,160,2,7370,T,A,264000000000,1,0,0,0,23669,11497661,MSFT
1654864215041147455,1654864215041123786,160,2,7370,F,B,264000000000,1,0,7895627,0,23669,11497661,MSFT
1654864215041147455,1654864215041123786,160,2,7370,C,B,264000000000,1,0,7895627,0,23669,11497661,MSFT
1654864215041147455,1654864215041123786,160,2,7370,T,A,264000000000,98,0,0,130,23669,11497662,MSFT
1654864215041147455,1654864215041123786,160,2,7370,F,B,264000000000,98,0,8033543,130,23669,11497662,MSFT
1654864215041147455,1654864215041123786,160,2,7370,C,B,264000000000,98,0,8033543,130,23669,11497662,MSFT
1654864215041258133,1654864215041247539,160,2,7370,A,A,264200000000,100,0,12666619,130,10594,11497667,MSFT
1654864215041305370,1654864215041290423,160,2,7370,T,A,264000000000,2,0,0,0,14947,11497669,MSFT
1654864215041305370,1654864215041290423,160,2,7370,F,B,264000000000,2,0,8033543,0,14947,11497669,MSFT
1654864215041305370,1654864215041290423,160,2,7370,C,B,264000000000,2,0,8033543,0,14947,11497669,MSFT
1654864215041305370,1654864215041290423,160,2,7370,T,A,264000000000,1,0,0,130,14947,11497670,MSFT
1654864215041305370,1654864215041290423,160,2,7370,F,B,264000000000,1,0,12353671,130,14947,11497670,MSFT
1654864215041305370,1654864215041290423,160,2,7370,C,B,264000000000,1,0,12353671,130,14947,11497670,MSFT
1654864215042730726,1654864215042720275,160,2,7370,C,A,264200000000,100,0,12666619,130,10451,11497675,MSFT
1654864215989842206,1654864215989828880,160,2,7370,T,A,263880000000,100,0,0,0,13326,11504020,MSFT
1654864215989842206,1654864215989828880,160,2,7370,F,B,263880000000,100,0,7920815,0,13326,11504020,MSFT
1654864215989842206,1654864215989828880,160,2,7370,C,B,263880000000,100,0,7920815,0,13326,11504020,MSFT
1654864215989842206,1654864215989828880,160,2,7370,T,A,263800000000,5,0,0,130,13326,11504021,MSFT
1654864215989842206,1654864215989828880,160,2,7370,F,B,263800000000,5,0,7093407,130,13326,11504021,MSFT
1654864215989842206,1654864215989828880,160,2,7370,C,B,263800000000,5,0,7093407,130,13326,11504021,MSFT
1654864215989866144,1654864215989852549,160,2,7370,A,A,264530000000,100,0,12673379,0,13595,11504022,MSFT
1654864215989866144,1654864215989853457,160,2,7370,A,A,264530000000,100,0,12673383,0,12687,11504023,MSFT
1654864215989866144,1654864215989854597,160,2,7370,A,A,264530000000,100,0,12673387,130,11547,11504024,MSFT
1654864215989877164,1654864215989866414,160,2,7370,A,A,264530000000,100,0,12673407,130,10750,11504025,MSFT
1654864215989878371,1654864215989867523,160,2,7370,A,A,264520000000,100,0,12673411,130,10848,11504026,MSFT
1654864215989881098,1654864215989870360,160,2,7370,A,A,264530000000,100,0,12673415,130,10738,11504027,MSFT
1654864215990884952,1654864215990874789,160,2,7370,C,A,264530000000,100,0,12673383,130,10163,11504045,MSFT
1654864215991020143,1654864215991009916,160,2,7370,C,A,264530000000,100,0,12673379,130,10227,11504046,MSFT
1654864215991205558,1654864215991195132,160,2,7370,C,A,264530000000,100,0,12673407,130,10426,11504047,MSFT
1654864215991748511,1654864215991737340,160,2,7370,C,A,264520000000,100,0,12673411,130,11171,11504051,MSFT
1654864215992873288,1654864215992862120,160,2,7370,A,A,264170000000,100,0,12673487,130,11168,11504059,MSFT
1654864215994679763,1654864215994669667,160,2,7370,C,A,264170000000,100,0,12673487,130,10096,11504082,MSFT
1654864216000744484,1654864216000734115,160,2,7370,C,A,264530000000,100,0,12673415,130,10369,11504119,MSFT
1654864216009878128,1654864216009867619,160,2,7370,C,A,264530000000,100,0,12673387,130,10509,11504183,MSFT
1654864216178935565,1654864216178924283,160,2,7370,A,A,296070000000,6,0,12675267,130,11282,11505607,MSFT
1654864216208451293,1654864216208440351,160,2,7370,A,A,263970000000,10,0,12675595,130,10942,11505797,MSFT
1654864217150599442,1654864217150588854,160,2,7370,A,A,264790000000,11,0,12682871,130,10588,11510694,MSFT
1654864217376974485,1654864217376963081,160,2,7370,T,N,263890000000,5,0,0,130,11404,11511732,MSFT
1654864218120875641,1654864218120864330,160,2,7370,A,B,251650000000,100,0,12688211,130,11311,11514935,MSFT
1654864218120985724,1654864218120974908,160,2,7370,C,B,252980000000,100,0,509731,130,10816,11514936,MSFT
1654864218330339409,1654864218330328568,160,2,7370,A,A,263810000000,100,0,12689407,130,10841,11516186,MSFT
1654864218331752799,1654864218331742707,160,2,7370,C,A,263810000000,100,0,12689407,130,10092,11516192,MSFT
1654864218332130298,1654864218332118609,160,2,7370,T,N,263590000000,1,0,0,130,11689,11516193,MSFT
1654864218334695674,1654864218334683145,160,2,7370,T,A,263500000000,1,0,0,130,12529,11516197,MSFT
1654864218334695674,1654864218334683145,160,2,7370,F,B,263500000000,1,0,12329543,130,12529,11516197,MSFT
1654864218334695674,1654864218334683145,160,2,7370,C,B,263500000000,1,0,12329543,130,12529,11516197,MSFT
1654864218334783978,1654864218334772053,160,2,7370,T,A,263500000000,9,0,0,130,11925,11516198,MSFT
1654864218334783978,1654864218334772053,160,2,7370,F,B,263500000000,9,0,12329543,130,11925,11516198,MSFT
1654864218334783978,1654864218334772053,160,2,7370,C,B,263500000000,9,0,12329543,130,11925,11516198,MSFT
1654864218334805652,1654864218334794859,160,2,7370,A,A,263870000000,100,0,12689531,130,10793,11516199,MSFT
1654864218335828974,1654864218335818753,160,2,7370,C,A,263870000000,100,0,12689531,130,10221,11516207,MSFT
1654864218623801983,1654864218623791448,160,2,7370,C,A,265750000000,150,0,12641863,130,10535,11517129,MSFT
1654864218625369593,1654864218625358992,160,2,7370,A,A,264000000000,150,0,12690975,130,10601,11517131,MSFT
1654864218662040553,1654864218662029974,160,2,7370,A,A,263800000000,100,0,12691155,130,10579,11517406,MSFT
1654864218663468383,1654864218663458141,160,2,7370,C,A,263800000000,100,0,12691155,130,10242,11517410,MSFT
1654864218693386726,1654864218693375257,160,2,7370,T,N,263350000000,1,0,0,130,11469,11517577,MSFT
1654864218693651601,1654864218693636785,160,2,7370,T,A,263300000000,1,0,0,130,14816,11517578,MSFT
1654864218693651601,1654864218693636785,160,2,7370,F,B,263300000000,1,0,10564551,130,14816,11517578,MSFT
1654864218693651601,1654864218693636785,160,2,7370,C,B,263300000000,1,0,10564551,130,14816,11517578,MSFT
